Policy_ID,Customer_ID,Policy_Type,Region,Sum_Insured,Premium,Claim_Count,Total_Claim_Amount,Risk_Score,Start_Date
P101253,C55548,Auto,South,360365,15136,0,0,0.729,2020-10-14
P101254,C66058,Life,North,437461,14738,0,0,0.233,2022-08-23
P101255,C27814,Property,North,335968,11478,0,0,0.709,2022-06-28
P101256,C42081,Auto,West,418708,21734,0,0,0.656,2021-04-04
P101257,C21207,Property,North,203521,7629,1,43189,1.0,2020-10-30
P101258,C65454,Auto,East,258537,11510,0,0,0.753,2024-11-06
P101259,C41273,Property,South,227570,9611,0,0,0.446,2024-10-05
P101260,C33036,Auto,South,331444,16287,0,0,0.791,2021-01-21
P101261,C96754,Life,South,264104,7607,1,49482,0.955,2021-10-11
P101262,C52917,Property,North,372977,15473,1,46663,1.0,2020-11-17
P101263,C98090,Property,South,206900,8247,1,23244,1.0,2021-01-02
P101264,C77224,Auto,West,304303,14019,0,0,0.764,2021-11-08
P101265,C26467,Auto,West,368686,18870,1,21588,1.0,2020-10-02
P101266,C66645,Property,West,93470,3992,0,0,0.475,2025-06-30
P101267,C83510,Property,North,512163,16608,1,31363,0.97,2021-12-30
P101268,C44495,Life,South,271685,8039,0,0,0.41,2025-04-08
P101269,C47484,Auto,North,97496,4012,0,0,0.687,2022-05-09
P101270,C88121,Life,South,315809,8286,0,0,0.24,2025-06-28
P101271,C81064,Health,East,303344,18641,1,31111,0.998,2022-05-04
P101272,C54577,Life,East,291811,10037,0,0,0.408,2022-02-19
P101273,C91563,Auto,North,399119,23012,0,0,0.778,2020-09-28
P101274,C49992,Property,West,374744,12411,0,0,0.644,2024-01-06
P101275,C82170,Auto,North,329788,15956,0,0,0.764,2025-02-20
P101276,C47203,Auto,West,345016,17824,0,0,0.718,2024-11-23
P101277,C52193,Health,South,289564,14921,0,0,0.53,2025-03-21
P101278,C16719,Auto,West,477549,26413,0,0,0.722,2025-06-09
P101279,C89277,Property,West,152080,6677,0,0,0.6,2024-09-07
P101280,C89521,Life,South,313965,10939,0,0,0.375,2024-03-24
P101281,C19545,Life,East,306502,7387,0,0,0.336,2024-11-04
P101282,C56128,Property,South,381328,13525,0,0,0.512,2020-11-18
P101283,C69161,Auto,North,215615,12192,0,0,0.753,2021-05-22
P101284,C79878,Property,North,125633,5368,0,0,0.625,2024-10-05
P101285,C20126,Property,North,315682,14619,0,0,0.661,2021-03-11
P101286,C95632,Auto,North,328123,13500,0,0,0.69,2025-02-05
P101287,C85652,Property,North,448960,18655,1,40318,1.0,2022-02-16
P101288,C94493,Auto,East,172964,8887,0,0,0.694,2021-08-21
P101289,C78220,Auto,East,415469,16915,0,0,0.772,2023-09-13
P101290,C52243,Property,West,536741,21586,0,0,0.554,2022-01-05
P101291,C71347,Auto,North,262224,13686,2,47949,1.0,2023-10-19
P101292,C96803,Property,South,170906,5992,0,0,0.66,2023-01-19
P101293,C34945,Life,North,259303,7074,1,43557,0.902,2023-12-05
P101294,C18831,Health,East,301400,19099,1,61922,1.0,2024-03-22
P101295,C27293,Auto,North,356379,17593,0,0,0.757,2020-08-03
P101296,C41353,Auto,East,240861,13768,3,30071,1.0,2024-09-27
P101297,C26217,Auto,West,455520,21340,0,0,0.782,2022-08-12
P101298,C19938,Life,West,188547,5128,0,0,0.252,2025-02-08
P101299,C61046,Life,West,126079,4516,0,0,0.392,2021-11-25
P101300,C38094,Auto,East,410671,23910,0,0,0.79,2021-02-26
P101301,C41583,Health,North,72538,3532,0,0,0.625,2025-03-04
P101302,C70974,Auto,North,279587,15493,0,0,0.656,2021-04-16
P101303,C28918,Property,South,611768,20657,0,0,0.478,2024-08-11
P101304,C85309,Life,East,298796,7270,0,0,0.239,2023-10-22
P101305,C84754,Health,South,187923,10255,0,0,0.472,2021-03-12
P101306,C59374,Life,West,294260,8013,1,70122,1.0,2020-10-22
P101307,C69098,Health,North,294920,19955,0,0,0.72,2025-06-29
P101308,C68774,Property,East,316065,13708,1,48629,1.0,2020-10-15
P101309,C25660,Health,South,366226,26207,0,0,0.501,2023-03-23
P101310,C20019,Auto,South,196089,10634,1,27983,1.0,2025-04-10
P101311,C67162,Health,South,468755,27206,0,0,0.582,2023-03-18
P101312,C62400,Property,North,324511,14013,2,69957,1.0,2025-02-27
P101313,C95743,Health,North,372679,26828,0,0,0.679,2020-08-01
P101314,C91872,Property,North,237185,10285,0,0,0.714,2021-02-02
P101315,C63794,Life,East,428638,14205,0,0,0.412,2024-03-01
P101316,C60232,Property,North,274295,12896,0,0,0.683,2023-05-12
P101317,C59451,Life,East,327755,8313,1,26571,0.761,2020-08-19
P101318,C12390,Auto,South,206689,11181,0,0,0.626,2020-08-03
P101319,C13237,Auto,South,200307,11421,0,0,0.698,2022-04-14
P101320,C70026,Auto,West,368821,21793,0,0,0.742,2024-10-09
P101321,C49477,Auto,North,255639,11304,0,0,0.555,2025-01-13
P101322,C58387,Health,South,214618,12897,0,0,0.485,2025-01-12
P101323,C87892,Auto,North,235682,12635,0,0,0.617,2021-02-21
P101324,C54966,Health,East,369895,19952,1,45519,1.0,2020-09-16
P101325,C66688,Property,South,237096,9865,0,0,0.545,2023-12-18
P101326,C94739,Auto,North,288235,13014,0,0,0.733,2020-11-01
P101327,C32518,Life,South,301503,8443,0,0,0.23,2023-10-16
P101328,C81513,Life,South,108265,3172,0,0,0.46,2024-05-15
P101329,C43857,Property,North,152887,6187,0,0,0.43,2023-05-09
P101330,C47191,Property,South,333628,13075,0,0,0.648,2023-01-17
P101331,C49718,Life,South,226297,6770,0,0,0.172,2024-03-05
P101332,C92479,Auto,South,405672,18649,0,0,0.649,2021-01-06
P101333,C19900,Health,South,396681,20554,0,0,0.521,2024-01-09
P101334,C71882,Health,East,371917,18275,1,71465,1.0,2025-03-13
P101335,C83683,Life,South,481977,12701,1,27813,0.801,2023-11-05
P101336,C95574,Auto,West,291691,15063,0,0,0.715,2024-10-01
P101337,C62028,Life,South,364888,12199,0,0,0.236,2023-04-13
P101338,C52902,Auto,North,241560,10480,1,23819,1.0,2024-09-16
P101339,C15050,Auto,West,545237,22993,0,0,0.703,2024-12-15
P101340,C47998,Auto,East,498363,27403,0,0,0.72,2025-02-01
P101341,C82386,Property,West,301188,11109,0,0,0.593,2025-06-02
P101342,C95618,Health,West,338659,23989,1,31193,1.0,2024-04-30
P101343,C23788,Life,West,435930,14199,0,0,0.309,2024-05-14
P101344,C46163,Life,North,285286,7965,1,21465,0.735,2021-10-17
P101345,C55871,Property,North,234338,8584,0,0,0.562,2023-07-02
P101346,C27311,Property,North,387399,15643,1,40252,1.0,2021-12-05
P101347,C89571,Property,East,307844,10241,0,0,0.615,2021-07-18
P101348,C50004,Health,North,318299,16177,0,0,0.621,2023-05-20
P101349,C77608,Auto,North,216573,9425,0,0,0.744,2025-05-07
P101350,C71234,Health,West,128233,8539,0,0,0.418,2021-06-25
P101351,C26554,Property,North,323614,13016,0,0,0.681,2020-12-24
P101352,C86173,Property,South,390496,12562,3,21099,1.0,2021-02-02
P101353,C62202,Life,North,277419,8900,1,19066,0.762,2023-05-03
P101354,C71466,Property,East,443643,17204,0,0,0.563,2023-04-29
P101355,C28358,Health,East,229608,13836,0,0,0.535,2020-11-20
P101356,C92124,Health,South,194530,10337,0,0,0.448,2020-09-19
P101357,C93661,Property,East,293277,11974,0,0,0.551,2024-10-28
P101358,C52665,Auto,East,291741,17383,1,37711,1.0,2022-07-16
P101359,C66917,Property,West,376997,12507,0,0,0.651,2023-02-11
P101360,C35220,Health,South,222504,12196,0,0,0.537,2021-01-21
P101361,C50173,Auto,West,436809,19595,1,69587,1.0,2023-08-07
P101362,C79812,Life,West,496692,13402,0,0,0.328,2020-11-27
P101363,C41445,Life,North,296086,8452,0,0,0.224,2022-04-18
P101364,C27089,Life,South,424971,14371,0,0,0.397,2023-01-14
P101365,C12062,Auto,North,194350,11322,1,61577,1.0,2022-02-03
P101366,C10808,Life,North,407522,10769,0,0,0.221,2022-11-11
P101367,C50716,Health,West,404728,24701,0,0,0.553,2021-09-15
P101368,C15364,Auto,East,386344,20375,1,7297,1.0,2022-08-14
P101369,C13551,Auto,South,298444,15052,0,0,0.653,2022-07-04
P101370,C14062,Health,East,50000,2921,0,0,0.47,2023-10-20
P101371,C74936,Auto,West,235827,10339,0,0,0.753,2022-03-18
P101372,C63077,Health,West,237408,14177,4,109756,1.0,2021-12-03
P101373,C75028,Property,West,202175,7767,0,0,0.491,2024-09-25
P101374,C98188,Auto,West,312224,17457,1,70115,1.0,2020-09-05
P101375,C16903,Health,West,258104,17119,0,0,0.32,2025-02-07
P101376,C22919,Property,West,217539,7428,0,0,0.708,2021-08-09
P101377,C53318,Property,East,194120,6487,1,40150,1.0,2024-02-04
P101378,C44513,Property,North,228449,10630,1,37918,1.0,2023-12-31
P101379,C82004,Property,East,412150,16720,0,0,0.681,2021-10-26
P101380,C28918,Auto,South,233897,13369,0,0,0.671,2022-09-19
P101381,C74832,Property,East,248506,8183,0,0,0.533,2020-11-21
P101382,C54351,Health,West,254330,15422,0,0,0.523,2023-03-11
P101383,C88897,Auto,East,333899,16958,0,0,0.7,2021-10-26
P101384,C76608,Life,North,345625,11865,1,15187,0.752,2022-08-17
P101385,C55197,Property,South,50000,1678,0,0,0.337,2021-08-23
P101386,C40494,Life,East,402164,10812,0,0,0.208,2023-02-25
P101387,C89719,Auto,North,443637,21353,0,0,0.756,2021-09-01
P101388,C76262,Health,East,194981,13411,0,0,0.505,2022-07-18
P101389,C22279,Property,South,202770,9535,0,0,0.675,2023-12-08
P101390,C20424,Auto,East,254975,15261,0,0,0.726,2021-10-02
P101391,C24352,Auto,West,224400,13281,0,0,0.687,2024-02-17
P101392,C24969,Auto,East,322393,12934,0,0,0.67,2022-05-05
P101393,C64420,Property,North,105347,3452,1,37273,1.0,2024-02-06
P101394,C72036,Property,East,188207,6467,0,0,0.753,2025-06-11
P101395,C93378,Health,North,453920,25589,0,0,0.55,2025-01-10
P101396,C26765,Property,South,207178,9381,0,0,0.608,2021-11-07
P101397,C69902,Auto,East,424343,24550,0,0,0.754,2023-01-26
P101398,C88572,Life,South,335534,8805,0,0,0.383,2022-10-22
P101399,C91468,Life,South,119073,3743,0,0,0.342,2022-09-03
P101400,C65142,Auto,East,363533,21211,0,0,0.625,2023-08-12
P101401,C55294,Auto,North,288233,14203,2,42173,1.0,2024-09-22
P101402,C69187,Auto,South,254453,10705,0,0,0.725,2024-12-12
P101403,C79362,Life,South,324496,9571,0,0,0.501,2021-11-24
P101404,C74917,Life,East,347463,9906,0,0,0.319,2024-12-23
P101405,C41618,Property,East,370759,15291,0,0,0.575,2025-06-07
P101406,C17907,Health,East,417825,24454,0,0,0.638,2022-09-10
P101407,C97753,Health,East,340814,16501,0,0,0.53,2021-01-08
P101408,C93884,Property,East,162437,7781,0,0,0.613,2022-03-16
P101409,C95193,Health,West,252635,15422,1,60829,1.0,2021-11-03
P101410,C78895,Auto,East,594305,29402,0,0,0.766,2024-08-17
P101411,C85131,Auto,North,372449,22009,0,0,0.651,2022-01-13
P101412,C81755,Auto,South,536929,23151,0,0,0.655,2022-09-24
P101413,C36687,Auto,North,439543,19245,0,0,0.651,2023-04-23
P101414,C51773,Property,North,324180,14565,0,0,0.644,2021-01-22
P101415,C75895,Health,West,330141,17913,0,0,0.346,2020-11-11
P101416,C19050,Auto,East,296342,16591,0,0,0.679,2020-11-08
P101417,C48689,Auto,South,126220,5734,0,0,0.798,2024-09-26
P101418,C97985,Property,North,301805,9818,0,0,0.475,2020-12-09
P101419,C40819,Health,East,421067,25436,0,0,0.517,2025-03-09
P101420,C20830,Property,East,240036,8437,0,0,0.537,2021-08-22
P101421,C62007,Property,West,341195,15055,0,0,0.56,2022-02-18
P101422,C36208,Auto,West,385159,20346,1,48606,1.0,2023-11-08
P101423,C91132,Auto,West,209032,12223,0,0,0.535,2022-01-20
P101424,C44600,Health,South,254870,17023,3,38339,1.0,2021-04-08
P101425,C56131,Health,North,198209,10374,0,0,0.452,2020-11-25
P101426,C26780,Auto,West,217783,12197,0,0,0.647,2021-06-29
P101427,C94870,Health,West,171239,10857,0,0,0.389,2023-12-08
P101428,C95303,Life,West,209955,6724,1,20844,0.784,2023-09-08
P101429,C91902,Health,North,441946,30041,1,36771,1.0,2021-11-07
P101430,C40837,Property,North,208452,8584,0,0,0.568,2023-08-03
P101431,C33933,Property,West,312646,12336,1,18744,0.998,2020-12-02
P101432,C67553,Property,West,249713,10534,2,34901,1.0,2024-12-11
P101433,C12988,Life,East,417887,11523,0,0,0.1,2020-10-30
P101434,C17343,Auto,West,431116,18819,1,30589,1.0,2024-06-15
P101435,C85896,Auto,South,386407,20221,0,0,0.79,2024-09-24
P101436,C74843,Property,South,330613,11817,0,0,0.449,2021-10-12
P101437,C36194,Life,West,276894,6911,0,0,0.191,2020-10-18
P101438,C74554,Auto,North,180813,7235,0,0,0.657,2023-03-08
P101439,C34604,Life,East,494353,15473,1,26436,0.692,2021-07-18
P101440,C27447,Health,North,224033,12701,0,0,0.497,2021-07-03
P101441,C95660,Auto,West,366365,20167,1,23970,1.0,2021-11-14
P101442,C67517,Life,South,405957,11571,1,4193,0.503,2024-06-17
P101443,C41750,Property,East,244472,9724,1,54077,1.0,2024-02-02
P101444,C71740,Health,North,403801,23328,0,0,0.565,2022-05-04
P101445,C98187,Auto,North,376421,19955,1,30361,1.0,2021-08-19
P101446,C55902,Life,West,472796,13368,0,0,0.274,2023-04-19
P101447,C86128,Health,East,253065,18001,1,124,0.89,2021-01-02
P101448,C67040,Health,South,171414,12079,1,10450,0.786,2024-09-16
P101449,C45525,Life,West,249451,8525,0,0,0.383,2023-05-12
P101450,C67610,Property,East,320885,14993,0,0,0.793,2024-01-13
P101451,C84823,Life,North,305821,8988,0,0,0.314,2025-01-10
P101452,C32198,Health,West,260656,15867,0,0,0.363,2025-01-21
P101453,C17021,Property,North,109080,4786,0,0,0.609,2024-04-01
P101454,C73606,Auto,North,347048,18714,0,0,0.639,2021-11-19
P101455,C89811,Health,West,497234,34496,0,0,0.473,2025-03-21
P101456,C39529,Life,West,346425,11292,0,0,0.498,2022-12-07
P101457,C14175,Life,West,360914,12984,1,42372,0.801,2021-03-01
P101458,C57217,Auto,West,357245,16780,1,2873,0.959,2021-02-01
P101459,C91963,Life,West,339705,11549,0,0,0.212,2025-07-02
P101460,C92259,Property,North,393167,16970,1,35623,1.0,2022-11-22
P101461,C84720,Life,South,339537,10966,0,0,0.374,2023-01-28
P101462,C67488,Auto,South,268732,12501,0,0,0.732,2024-11-06
P101463,C17272,Life,West,220401,7367,0,0,0.277,2021-06-15
P101464,C97833,Health,North,275103,19150,1,27975,0.915,2022-11-06
P101465,C80577,Auto,South,331413,14705,0,0,0.732,2024-03-16
P101466,C42040,Health,South,268392,16912,1,5415,0.925,2025-03-09
P101467,C16652,Property,South,331434,12685,0,0,0.51,2022-01-03
P101468,C84230,Health,North,343915,24676,0,0,0.691,2024-02-24
P101469,C15050,Life,West,383318,11402,2,50539,1.0,2023-06-10
P101470,C50460,Property,West,428279,15269,0,0,0.737,2025-01-16
P101471,C14573,Life,West,307801,8798,0,0,0.331,2023-08-14
P101472,C79832,Health,East,169222,10778,0,0,0.617,2025-01-18
P101473,C81407,Property,East,265490,8819,1,21070,0.91,2021-12-27
P101474,C23503,Property,East,304406,12681,0,0,0.533,2024-03-11
P101475,C56613,Life,North,116423,4095,2,78549,1.0,2021-02-12
P101476,C69798,Health,South,438866,30022,0,0,0.53,2023-04-08
P101477,C68421,Life,South,314238,7797,0,0,0.285,2025-05-27
P101478,C19459,Life,North,338135,12146,0,0,0.05,2024-08-10
P101479,C44750,Property,North,436553,18850,0,0,0.556,2024-09-20
P101480,C93745,Health,West,236986,12298,0,0,0.383,2022-01-08
P101481,C13152,Auto,West,357404,14385,2,6983,1.0,2023-12-07
P101482,C54126,Property,East,289014,10040,0,0,0.581,2022-04-07
P101483,C33765,Auto,East,281591,15984,0,0,0.637,2024-12-11
P101484,C31085,Property,North,222781,7206,2,62367,1.0,2024-07-23
P101485,C24303,Property,East,466560,16670,0,0,0.704,2023-10-09
P101486,C74386,Property,South,262450,11578,1,33580,1.0,2024-03-22
P101487,C84796,Life,North,369946,11481,0,0,0.52,2021-12-29
P101488,C58732,Property,North,112499,5009,0,0,0.68,2022-11-15
P101489,C17606,Property,South,417999,18366,1,34247,1.0,2021-09-13
P101490,C17248,Auto,West,405221,16619,1,49237,1.0,2021-06-22
P101491,C53185,Property,West,309743,14335,1,8633,0.983,2023-08-05
P101492,C56203,Auto,South,277306,12351,0,0,0.494,2023-05-28
P101493,C26948,Auto,South,340000,17363,0,0,0.692,2021-06-28
P101494,C54715,Life,East,528879,16782,1,35795,0.641,2023-08-16
P101495,C67431,Life,North,123676,3218,0,0,0.31,2021-11-15
P101496,C81084,Life,East,378203,13507,0,0,0.385,2023-03-26
P101497,C86241,Property,South,208838,8314,0,0,0.628,2024-01-09
P101498,C71982,Property,East,298008,9811,0,0,0.694,2024-04-17
P101499,C15225,Health,South,275212,19401,1,42022,1.0,2024-05-21
P101500,C87038,Property,East,257168,10642,0,0,0.586,2024-10-02
P101501,C86979,Property,East,298953,12911,0,0,0.881,2022-04-20
P101502,C75206,Auto,West,186583,9423,0,0,0.721,2021-03-26
P101503,C59577,Property,South,402918,18275,1,29249,1.0,2024-08-14
P101504,C69209,Property,East,120586,3923,0,0,0.539,2024-02-02
P101505,C91228,Property,North,353976,12847,1,45717,1.0,2025-05-11
P101506,C49131,Property,East,267346,10564,0,0,0.704,2024-10-25
P101507,C27558,Property,East,182908,6077,0,0,0.747,2024-03-31
P101508,C49153,Life,North,320238,10398,0,0,0.305,2023-11-25
P101509,C20805,Life,South,144305,4145,0,0,0.174,2021-05-03
P101510,C22621,Health,West,303971,16580,0,0,0.546,2022-10-11
P101511,C48296,Life,West,157712,3791,0,0,0.13,2024-07-30
P101512,C94011,Health,West,346127,22594,0,0,0.466,2022-05-01
P101513,C37523,Auto,North,207564,11764,0,0,0.719,2021-12-15
P101514,C13396,Auto,East,254901,12210,0,0,0.938,2025-06-19
P101515,C98490,Auto,South,329395,16893,1,28563,1.0,2022-11-21
P101516,C50614,Life,East,222746,5954,1,3557,0.55,2022-06-01
P101517,C86708,Health,West,294204,18515,0,0,0.494,2023-01-04
P101518,C25624,Auto,East,148617,5981,0,0,0.566,2023-09-26
P101519,C58295,Health,North,363088,21686,1,29492,1.0,2025-04-29
P101520,C33236,Auto,North,476491,25199,0,0,0.71,2020-07-14
P101521,C84593,Health,South,579221,40567,2,91100,1.0,2023-11-08
P101522,C54743,Property,South,309117,11778,1,9017,0.771,2023-10-26
P101523,C19532,Auto,West,378820,20950,0,0,0.652,2023-06-27
P101524,C73805,Property,South,121937,5068,0,0,0.606,2022-01-14
P101525,C89869,Auto,East,450273,26359,0,0,0.654,2025-06-29
P101526,C99954,Auto,North,377623,18114,0,0,0.595,2024-01-21
P101527,C34229,Property,North,251607,9336,1,5232,0.881,2024-10-09
P101528,C65485,Health,North,423718,29360,0,0,0.554,2021-06-05
P101529,C42740,Property,South,274552,9002,1,48145,1.0,2024-06-17
P101530,C25671,Property,North,254197,8689,3,120287,1.0,2024-11-16
P101531,C41247,Life,North,347533,8684,0,0,0.359,2023-11-17
P101532,C90386,Life,North,193665,6607,0,0,0.281,2024-03-16
P101533,C23623,Auto,West,402162,16172,0,0,0.581,2021-02-13
P101534,C69247,Property,West,194401,8901,0,0,0.704,2022-03-03
P101535,C52696,Auto,South,194995,9560,0,0,0.735,2022-02-25
P101536,C80388,Auto,North,209031,8378,0,0,0.688,2025-03-13
P101537,C84224,Life,South,375950,10835,2,61753,1.0,2025-02-07
P101538,C74529,Auto,North,238322,10423,0,0,0.626,2021-07-17
P101539,C30027,Property,North,165200,6937,0,0,0.802,2022-03-11
P101540,C37958,Life,North,239432,7698,1,43174,0.781,2020-11-04
P101541,C44605,Auto,South,296796,14766,0,0,0.675,2022-10-31
P101542,C25860,Property,South,181903,5939,0,0,0.598,2021-03-26
P101543,C61060,Auto,North,184832,9819,0,0,0.732,2023-11-07
P101544,C10781,Health,East,511130,34864,1,26340,0.814,2025-01-04
P101545,C57476,Property,South,213943,9312,0,0,0.617,2023-11-11
P101546,C18927,Health,West,267696,18182,2,44896,1.0,2022-11-20
P101547,C90088,Property,South,263276,9269,0,0,0.61,2021-08-30
P101548,C91970,Auto,North,257864,14899,0,0,0.635,2023-09-22
P101549,C64619,Life,East,362135,10091,0,0,0.213,2024-04-03
P101550,C13885,Health,North,394814,19078,0,0,0.583,2025-04-04
P101551,C74101,Life,West,269405,9192,0,0,0.276,2022-05-04
P101552,C75637,Health,South,176352,12451,0,0,0.547,2023-12-02
P101553,C71063,Health,South,427444,27242,0,0,0.551,2022-12-17
P101554,C27740,Auto,North,290466,12963,1,962,1.0,2022-08-30
P101555,C30734,Auto,North,473032,21303,1,22970,1.0,2020-07-11
P101556,C32131,Life,West,75441,2233,0,0,0.392,2025-05-18
P101557,C29578,Property,East,319540,14816,0,0,0.602,2023-02-27
P101558,C98086,Health,West,491861,25375,1,11792,0.78,2022-11-12
P101559,C36124,Health,East,264674,17951,1,1000,0.595,2020-11-11
P101560,C40285,Property,South,277451,10172,1,11026,0.971,2021-08-21
P101561,C64007,Auto,East,329551,18511,1,3778,0.846,2025-03-04
P101562,C46806,Life,East,244120,8555,1,31169,0.863,2025-05-24
P101563,C75392,Auto,South,268793,13050,0,0,0.893,2023-12-27
P101564,C69315,Health,South,266218,15111,1,4781,0.846,2025-06-07
P101565,C26493,Property,South,237258,10638,0,0,0.739,2021-05-21
P101566,C29364,Life,West,422886,12836,1,46905,0.897,2022-11-19
P101567,C55683,Auto,South,346108,18582,0,0,0.776,2020-09-06
P101568,C71337,Life,North,325063,10231,0,0,0.186,2023-11-18
P101569,C70786,Property,South,380857,13119,1,37724,1.0,2020-11-13
P101570,C98672,Property,South,273564,12452,0,0,0.774,2023-09-30
P101571,C44231,Auto,South,222580,9775,0,0,0.639,2024-06-25
P101572,C90120,Life,East,239738,8436,2,38127,1.0,2023-06-07
P101573,C15710,Health,West,300178,16214,0,0,0.602,2020-10-15
P101574,C21326,Auto,South,194079,10612,0,0,0.807,2021-08-17
P101575,C93370,Auto,West,249974,11422,0,0,0.573,2022-02-08
P101576,C86037,Auto,North,248388,11514,0,0,0.753,2025-03-16
P101577,C92987,Life,North,512456,14205,1,60223,1.0,2022-02-20
P101578,C26523,Life,South,50000,1649,0,0,0.409,2023-08-14
P101579,C35338,Property,North,282038,11538,0,0,0.434,2021-09-05
P101580,C50423,Auto,West,472569,27248,0,0,0.737,2022-09-01
P101581,C67207,Property,East,312184,11525,0,0,0.623,2022-05-29
P101582,C24152,Property,South,375342,16167,0,0,0.401,2024-08-17
P101583,C97965,Property,North,309983,13654,0,0,0.511,2022-02-06
P101584,C65226,Health,West,233267,12045,0,0,0.317,2022-02-20
P101585,C35101,Auto,West,75808,3640,1,32197,1.0,2022-05-30
P101586,C27991,Life,North,320546,9550,0,0,0.355,2021-05-22
P101587,C42403,Property,West,222439,8384,0,0,0.62,2025-04-23
P101588,C12542,Property,West,219966,8173,2,50538,1.0,2022-11-27
P101589,C51340,Life,South,250101,8063,0,0,0.196,2022-05-16
P101590,C62459,Life,West,474486,12617,0,0,0.412,2023-02-26
P101591,C79316,Health,North,540484,35145,0,0,0.498,2023-11-04
P101592,C86402,Auto,South,321721,18885,0,0,0.703,2021-03-25
P101593,C86107,Auto,North,253523,13007,0,0,0.794,2024-05-02
P101594,C66094,Life,East,182277,5712,0,0,0.201,2025-03-23
P101595,C83920,Property,North,346854,11482,0,0,0.623,2023-12-08
P101596,C75161,Auto,North,478291,27401,0,0,0.742,2024-07-30
P101597,C92275,Auto,South,275266,12582,0,0,0.645,2021-06-21
P101598,C57481,Auto,West,62100,3248,0,0,0.765,2023-11-22
P101599,C70769,Health,North,367005,26240,0,0,0.548,2022-03-14
P101600,C85927,Auto,South,398540,20688,0,0,0.69,2020-12-29
P101601,C25393,Property,East,141415,6165,0,0,0.587,2020-11-22
P101602,C58399,Auto,South,317648,15535,1,487,0.957,2021-08-12
P101603,C96472,Property,South,345123,11377,1,63912,1.0,2021-12-15
P101604,C37196,Auto,West,292689,16377,0,0,0.706,2025-02-16
P101605,C21084,Property,North,220923,7193,0,0,0.712,2021-10-24
P101606,C17380,Auto,East,401594,21691,1,23487,1.0,2021-05-01
P101607,C42317,Health,South,259662,12607,0,0,0.321,2024-04-22
P101608,C19990,Auto,North,151481,8672,0,0,0.56,2021-07-23
P101609,C17507,Property,North,95053,3281,3,152528,1.0,2025-05-29
P101610,C93233,Health,South,426085,25711,0,0,0.475,2025-06-18
P101611,C23024,Life,North,361666,11272,1,19158,0.708,2020-12-28
P101612,C12644,Property,South,308797,12142,1,102227,1.0,2021-01-15
P101613,C35993,Property,South,255973,9587,0,0,0.599,2023-11-01
P101614,C63271,Property,South,247100,9757,1,48667,1.0,2023-03-27
P101615,C20080,Life,East,192426,5337,1,22941,0.643,2025-03-15
P101616,C80571,Health,South,256854,15030,1,17497,0.912,2022-07-17
P101617,C34675,Life,West,87991,2491,0,0,0.359,2023-04-11
P101618,C37696,Property,North,226394,9296,0,0,0.542,2021-05-15
P101619,C38100,Life,East,268906,7221,0,0,0.208,2023-08-29
P101620,C65935,Property,North,360988,17262,0,0,0.863,2025-04-18
P101621,C15384,Auto,East,296007,14806,1,40791,1.0,2023-11-19
P101622,C20243,Property,West,379492,13323,0,0,0.532,2020-09-29
P101623,C80364,Health,East,434914,25855,1,14594,0.917,2023-04-20
P101624,C79834,Auto,East,405817,23265,0,0,0.695,2021-10-23
P101625,C46059,Life,East,347051,8420,0,0,0.191,2022-02-21
P101626,C51348,Auto,North,301186,16141,1,37140,1.0,2025-03-13
P101627,C40742,Property,South,201921,8232,0,0,0.515,2020-12-14
P101628,C70192,Auto,North,373994,16228,2,8255,1.0,2024-05-18
P101629,C62391,Property,South,467975,21096,1,22770,1.0,2025-05-11
P101630,C36905,Life,North,334211,9500,0,0,0.272,2021-05-12
P101631,C31752,Property,West,491726,18047,1,41900,1.0,2021-05-23
P101632,C41505,Life,West,147443,5004,0,0,0.39,2025-04-16
P101633,C16197,Life,East,184584,5844,0,0,0.319,2020-07-12
P101634,C41557,Health,West,385520,26816,0,0,0.712,2022-09-08
P101635,C53607,Auto,East,326429,17169,0,0,0.814,2024-07-14
P101636,C53145,Property,South,431378,18917,1,56656,1.0,2021-09-08
P101637,C68696,Auto,West,298453,16931,0,0,0.606,2024-05-27
P101638,C93168,Health,South,213202,10514,0,0,0.485,2022-08-13
P101639,C72389,Health,North,278641,18565,1,42186,1.0,2021-11-30
P101640,C72504,Property,South,146732,6136,0,0,0.518,2025-03-22
P101641,C96253,Health,North,187141,9295,0,0,0.629,2024-03-21
P101642,C85127,Property,South,397244,15944,1,14380,0.846,2024-10-26
P101643,C75670,Life,South,387279,9678,1,12496,0.561,2022-01-26
P101644,C68751,Auto,West,336300,18402,0,0,0.644,2020-12-04
P101645,C44078,Life,South,127892,3908,0,0,0.374,2025-05-05
P101646,C89622,Auto,West,264160,15604,1,5372,0.873,2021-12-18
P101647,C50904,Health,West,177500,9300,0,0,0.32,2020-07-16
P101648,C59645,Life,East,417653,13061,0,0,0.409,2021-06-09
P101649,C66893,Life,East,241628,6413,0,0,0.256,2021-07-12
P101650,C34227,Auto,North,191425,10008,0,0,0.593,2021-10-19
P101651,C74063,Property,South,302980,13199,1,28559,1.0,2025-01-09
P101652,C38313,Auto,North,235985,12848,0,0,0.872,2023-09-02
P101653,C37961,Property,South,448374,20195,0,0,0.534,2021-09-21
P101654,C63257,Auto,East,226519,12928,0,0,0.688,2024-05-04
